id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_usd,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
M8-ARANDELA,M8,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M8,,ACERO COMUN,,1.0,503.0,hay una caja,,M8-ARANDELA,458,2025-05-11,49.0,12,19.0,42.0,29,Proveedor B,6,bajo,41.32,1.84,0.97,0.77,3.58,44.9,1885.8
M9-BULONES,M9,BULONES,mecanica,BULONES,unidad,COMUN,M9,,ACERO COMUN,,1.0,16.0,,,M9-BULONES,459,2025-06-23,128.0,14,21.0,121.0,22,Proveedor A,5,ok,3.52,0.42,0.21,0.05,0.68,4.2,508.2
"12,25-MECHA",12.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,12.25,,MECHAS,,,0.0,,,"12,25-MECHA",460,2025-01-23,20.0,9,15.0,14.0,31,Proveedor B,6,critico,7.8,0.51,0.16,0.15,0.82,8.62,120.68
m16-TUERCA,m16,TUERCA,mecanica,TUERCA,unidad,COMUN,m16,,ACERO COMUN,,1.0,48.0,,,m16-TUERCA,461,2025-01-13,47.0,0,23.0,24.0,19,Proveedor D,6,bajo,4.98,0.5,0.19,0.07,0.76,5.74,137.76
5X5-GUSANILLO,5X5,GUSANILLO,mecanica,GUSANILLO,unidad,COMUN,M5X5,,INOXIDABLE,,1.0,,,,5X5-GUSANILLO,462,2025-05-01,74.0,17,13.0,78.0,4,Proveedor A,5,ok,2.72,0.32,0.13,0.08,0.53,3.25,253.5
6003 RS-RODAMIENTO,6003 RS,RODAMIENTO,electrico,,unidad,,,,MENINO,,1.0,2.0,,,6003 RS-RODAMIENTO,463,2025-05-11,49.0,26,18.0,57.0,18,Proveedor D,8,ok,10.34,0.69,0.12,0.14,0.95,11.29,643.53
8919-RETENES,8919,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8919-RETENES,464,2025-06-24,84.0,14,14.0,84.0,29,Proveedor C,5,ok,42.38,1.31,0.97,0.88,3.16,45.54,3825.36
M12X60-BUL HEX INOX,M12X60,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M12X60,,INOXIDABLE,,,21.0,,,M12X60-BUL HEX INOX,465,2025-02-19,43.0,24,5.0,62.0,24,Proveedor D,2,ok,39.85,3.61,0.81,1.55,5.97,45.82,2840.84
22210E-Ruleman,22210E,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,22210E-Ruleman,466,2025-02-14,99.0,24,14.0,109.0,26,Proveedor C,5,ok,4.88,0.39,0.12,0.12,0.63,5.51,600.59
YAR206-2F-RODAMIENTO,YAR206-2F,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,YAR206-2F-RODAMIENTO,467,2025-03-07,29.0,18,12.0,35.0,22,Proveedor D,5,ok,14.97,1.72,0.56,0.17,2.45,17.42,609.7
RUEDA FLAP TELA -PULIDORA,RUEDA FLAP TELA,PULIDORA,mecanica,PULIDORA,unidad,RUEDA FLAP TELA,110X 100 M14,,VARIOS,,1.0,1.0,,,RUEDA FLAP TELA -PULIDORA,468,2025-01-16,77.0,23,21.0,79.0,24,Proveedor C,3,ok,39.48,2.76,0.47,0.56,3.79,43.27,3418.33
DSD 75 105 15-RETENES,DSD 75 105 15,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,DSD 75 105 15-RETENES,469,2025-06-06,39.0,28,28.0,39.0,9,Proveedor A,7,ok,37.35,2.18,0.86,0.68,3.72,41.07,1601.73
61404-2RS1-RODAMIENTO,61404-2RS1,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61404-2RS1-RODAMIENTO,470,2025-04-02,69.0,15,4.0,80.0,15,Proveedor B,10,ok,68.4,6.82,3.44,1.08,11.34,79.74,6379.2
M12X27-BULONES,M12X27,BULONES,mecanica,BULONES,unidad,COMUN,M12X27,,ACERO COMUN,,1.0,0.0,,,M12X27-BULONES,471,2025-05-27,53.0,21,13.0,61.0,27,Proveedor A,3,ok,88.59,9.15,3.04,2.19,14.38,102.97,6281.17
8MM-TENSORES GALVAN,8MM,TENSORES GALVAN,mecanica,TENSORES GALV,unidad,COMUN,8MM,,ACERO COMUN,,1.0,-7.0,hay una caja,,8MM-TENSORES GALVAN,472,2025-05-10,59.0,17,23.0,53.0,14,Proveedor B,9,ok,30.8,1.08,1.74,1.12,3.94,34.74,1841.22
M12-TUERCA AUTOF,M12,TUERCA AUTOF,mecanica,TUERCA,unidad,COMUN,M12,,ACERO COMUN,,1.0,110.0,,,M12-TUERCA AUTOF,473,2025-05-08,103.0,15,13.0,105.0,16,Proveedor A,4,ok,21.48,1.85,0.37,0.5,2.72,24.2,2541.0
8-MECHA,8,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8,,MECHAS,,,6.0,,,8-MECHA,474,2025-05-07,9.0,27,29.0,7.0,30,Proveedor C,9,critico,7.35,0.61,0.2,0.23,1.04,8.39,58.73
M17-ARANDELA INOX,M17,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M17,,INOXIDABLE,,1.0,28.0,,,M17-ARANDELA INOX,475,2025-05-14,70.0,27,0.0,97.0,13,Proveedor C,5,ok,43.61,4.0,2.61,1.12,7.73,51.34,4979.98
"2,25-MECHA",2.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.25,,MECHAS,,,0.0,,,"2,25-MECHA",476,2025-03-02,75.0,25,14.0,86.0,20,Proveedor D,8,ok,37.91,3.45,1.31,0.62,5.38,43.29,3722.94
M10X40-ALLEN INOX,M10X40,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X40,,INOXIDABLE,0.46,1.0,77.0,,,M10X40-ALLEN INOX,477,2025-03-30,60.0,16,6.0,70.0,32,Proveedor D,4,ok,0.47,0.03,0.01,0.0,0.04,0.51,35.7
M4X10-BULON EXAGONAL,M4X10,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,4X10,,ACERO COMUN,,1.0,0.0,-16,,M4X10-BULON EXAGONAL,478,2025-02-01,117.0,21,15.0,123.0,16,Proveedor B,4,ok,10.19,0.93,0.6,0.32,1.85,12.04,1480.92
M17-TUERCA AUT,M17,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,M17,,ACERO COMUN,,1.0,0.0,,,M17-TUERCA AUT,479,2025-01-27,85.0,14,12.0,87.0,33,Proveedor A,4,ok,23.94,1.68,0.79,0.72,3.19,27.13,2360.31
FY508M-CAJA RODAMIENTO,FY508M,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,0,,FY508M-CAJA RODAMIENTO,480,2025-03-17,43.0,28,14.0,57.0,16,Proveedor A,1,ok,7.45,0.48,0.43,0.15,1.06,8.51,485.07
M10-MACHOS DE ROSCAR (RECTOS),M10,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M10,,MECHAS,,,3.0,,,M10-MACHOS DE ROSCAR (RECTOS),481,2025-01-27,55.0,22,25.0,52.0,12,Proveedor D,8,ok,96.69,10.27,2.9,2.76,15.93,112.62,5856.24
M50-ALLEN,M50,ALLEN,mecanica,ALLEN,unidad,COMUN,M50,,ACERO COMUN,,1.0,32.0,,,M50-ALLEN,482,2025-05-03,70.0,23,14.0,79.0,39,Proveedor D,7,ok,3.64,0.27,0.04,0.14,0.45,4.09,323.11
M10-TUERCA AUT,M10,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,"M10 X 1,5",,ACERO COMUN,0.8,1.0,360.0,ver,,M10-TUERCA AUT,483,2025-03-19,52.0,19,12.0,59.0,20,Proveedor A,9,ok,0.92,0.04,0.02,0.02,0.08,1.0,59.0
M90-ARANDELA,M90,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M90,,ACERO COMUN,,1.0,0.0,,,M90-ARANDELA,484,2025-06-04,79.0,14,8.0,85.0,21,Proveedor C,8,ok,26.46,1.98,1.36,0.49,3.83,30.29,2574.65
SCS25LUU-RODAMIENTO,SCS25LUU,RODAMIENTO,seguridad,,unidad,,,,MENINO,,1.0,0.0,,,SCS25LUU-RODAMIENTO,485,2025-01-17,31.0,26,0.0,57.0,27,Proveedor D,6,ok,73.72,3.07,1.53,2.56,7.16,80.88,4610.16
M5X20-ALLEN,M5X20,ALLEN,mecanica,ALLEN,unidad,COMUN,M5X20,,ACERO COMUN,,,0.0,,,M5X20-ALLEN,486,2025-06-12,120.0,8,6.0,122.0,26,Proveedor D,4,ok,18.1,0.94,1.0,0.56,2.5,20.6,2513.2
8965-RETENES,8965,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8965-RETENES,487,2025-02-23,88.0,13,27.0,74.0,13,Proveedor A,6,ok,18.05,1.49,0.44,0.33,2.26,20.31,1502.94
UCF207-CAJA RODAMIENTO,UCF207,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCF207-CAJA RODAMIENTO,488,2025-06-03,88.0,29,13.0,104.0,24,Proveedor A,1,ok,34.69,1.36,1.83,1.13,4.32,39.01,4057.04
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,489,2025-05-21,71.0,6,26.0,51.0,12,Proveedor A,2,ok,7.83,0.66,0.37,0.28,1.31,9.14,466.14
"3,5-MECHA",3.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,3.5,,MECHAS,,,1.0,,,"3,5-MECHA",490,2025-01-24,110.0,24,14.0,120.0,22,Proveedor D,7,ok,6.31,0.39,0.34,0.18,0.91,7.22,866.4
3214TNG-Ruleman,3214TNG,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,1.0,,,3214TNG-Ruleman,491,2025-02-16,46.0,3,15.0,34.0,2,Proveedor B,5,ok,25.17,2.08,0.51,0.48,3.07,28.24,960.16
5488-RETENES,5488,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,4.0,,,5488-RETENES,492,2025-02-25,68.0,11,11.0,68.0,27,Proveedor D,5,ok,12.72,1.4,0.68,0.41,2.49,15.21,1034.28
6320-RETENES,6320,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,6.0,,,6320-RETENES,493,2025-01-19,15.0,23,25.0,13.0,28,Proveedor C,10,critico,7.1,0.38,0.22,0.18,0.78,7.88,102.44
M10-MACHOS DE ROSCAR (RECTOS),M10,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M10,,MECHAS,,,3.0,,,M10-MACHOS DE ROSCAR (RECTOS),494,2025-03-21,80.0,36,26.0,90.0,19,Proveedor A,8,ok,35.95,1.5,1.17,0.52,3.19,39.14,3522.6
6305RS-Ruleman,6305RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,13.0,,,6305RS-Ruleman,495,2025-06-20,42.0,20,20.0,42.0,25,Proveedor C,7,ok,36.14,3.43,1.31,0.59,5.33,41.47,1741.74
M10X45-BUL HEX INOX,M10X45,BUL HEX INOX,mecanica,HEXAGONAL,unidad,INOXIDABLE,M10X45,,INOXIDABLE,,,9.0,,,M10X45-BUL HEX INOX,496,2025-02-04,57.0,21,25.0,53.0,19,Proveedor B,1,ok,19.46,1.1,1.08,0.55,2.73,22.19,1176.07
NK-NC80-FLAP,NK-NC80,FLAP,mecanica,FLAP,unidad,MANTA ABRASIVA,GRANO 80,,DISCOS DE CORTE,,1.0,25.0,,,NK-NC80-FLAP,497,2025-02-21,42.0,33,18.0,57.0,5,Proveedor B,5,ok,15.6,1.51,0.25,0.22,1.98,17.58,1002.06
10-MECHA,10,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10,,MECHAS,,,3.0,,,10-MECHA,498,2025-06-06,76.0,26,9.0,93.0,14,Proveedor D,4,ok,4.62,0.27,0.17,0.15,0.59,5.21,484.53
NK-NC 60-FLAP,NK-NC 60,FLAP,mecanica,FLAP,unidad,MANTA ABRASIVA,GRANO 60,,DISCOS DE CORTE,,1.0,256.0,,,NK-NC 60-FLAP,499,2025-02-20,84.0,2,7.0,79.0,21,Proveedor A,8,ok,27.33,3.27,0.56,0.54,4.37,31.7,2504.3
