id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_uusds,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
UC208-RODAMIENTO,UC208,RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC208-RODAMIENTO,462,2025-01-14,25,29,13,41.0,29.0,Proveedor A,4,bajo,11.0,1.04,0.54,0.24,1.82,12.82,525.62
UCT 205 -CAJA RODAMIENTO,UCT 205,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCT 205 -CAJA RODAMIENTO,463,2025-03-30,64,15,24,55.0,35.0,Proveedor A,4,ok,21.61,1.99,0.48,0.82,3.29,24.9,1369.5
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,32005-Ruleman,464,2025-05-27,80,5,6,79.0,27.0,Proveedor A,5,ok,21.6,1.07,1.02,0.7,2.79,24.39,1926.81
M10X20 -BULONES,M10X20,BULONES,mecanica,BULONES,unidad,COMUN,M10X20,,ACERO COMUN,,1.0,1.0,,,M10X20 -BULONES,465,2025-02-27,21,27,15,33.0,12.0,Proveedor B,11,ok,20.7,1.55,0.99,0.83,3.37,24.07,794.31
POS10PL-BULON CON RDAMIENTO,POS10PL,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M10,,ACERO COMUN,,1.0,3.0,,,POS10PL-BULON CON RDAMIENTO,466,2025-05-16,49,13,21,41.0,21.0,Proveedor A,11,ok,10.41,0.36,0.54,0.21,1.11,11.52,472.32
"10,5-MECHA",10.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.5,,MECHAS,,,0.0,,,"10,5-MECHA",467,2025-06-01,79,24,10,93.0,36.0,Proveedor D,5,ok,32.88,1.15,1.59,0.48,3.22,36.1,3357.3
60X16-PATAS,60X16,PATAS,,PATAS,unidad,COMUN,60X16,,INOXIDABLE,,1.0,11.0,,,60X16-PATAS,468,2025-04-07,0,26,10,16.0,21.0,Proveedor A,8,critico,17.56,1.18,0.72,0.3,2.2,19.76,316.16
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,469,2025-06-06,18,12,13,17.0,17.0,Proveedor B,11,critico,3.03,0.33,0.04,0.03,0.4,3.43,58.31
M10X20 -ALLEN INOX,M10X20,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X20,,INOXIDABLE,,1.0,0.0,,,M10X20 -ALLEN INOX,470,2025-01-30,72,7,10,69.0,28.0,Proveedor D,9,ok,11.78,0.7,0.36,0.27,1.33,13.11,904.59
5348-RETENES,5348,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5348-RETENES,471,2025-05-24,84,36,7,113.0,19.0,Proveedor B,9,ok,9.84,0.32,0.14,0.12,0.58,10.42,1177.46
6284-RETENES,6284,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,6284-RETENES,472,2025-04-28,74,23,16,81.0,13.0,Proveedor C,9,ok,13.21,0.73,0.16,0.17,1.06,14.27,1155.87
32005X-Ruleman,32005X,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,32005X-Ruleman,473,2025-04-24,12,45,24,33.0,2.0,Proveedor D,8,ok,48.84,2.89,0.61,0.72,4.22,53.06,1750.98
LBBR16-AS-BUJE,LBBR16-AS,BUJE,mecanica,BUJE,unidad,acero comun,,,ACERO COMUN,,1.0,1.0,,,LBBR16-AS-BUJE,474,2025-04-02,51,21,30,42.0,19.0,Proveedor C,7,ok,4.79,0.52,0.25,0.13,0.9,5.69,238.98
FY506-CAJA RODAMIENTO,FY506,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,FY506-CAJA RODAMIENTO,475,2025-01-01,31,16,15,32.0,4.0,Proveedor B,4,ok,15.49,0.72,0.36,0.4,1.48,16.97,543.04
3214TNG-Ruleman,3214TNG,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,1.0,,,3214TNG-Ruleman,476,2025-02-22,105,29,27,107.0,12.0,Proveedor A,7,ok,17.14,0.82,0.72,0.34,1.88,19.02,2035.14
"9,25-MECHA",9.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,9.25,,MECHAS,,,0.0,,,"9,25-MECHA",477,2025-02-20,63,14,8,69.0,28.0,Proveedor A,4,ok,9.55,0.59,0.33,0.28,1.2,10.75,741.75
10X30-ALLEN INOX,10X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X30,,INOXIDABLE,,1.0,236.0,,,10X30-ALLEN INOX,478,2025-05-22,65,28,8,85.0,26.0,Proveedor A,9,ok,26.99,1.13,0.58,0.5,2.21,29.2,2482.0
M12-MECHA MACHO P ROSCAR,M12,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,1.0,,,M12-MECHA MACHO P ROSCAR,479,2025-01-27,63,15,7,71.0,23.0,Proveedor D,4,ok,26.78,1.85,0.37,0.28,2.5,29.28,2078.88
6710-RETENES,6710,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,6710-RETENES,480,2025-06-07,79,2,30,51.0,34.0,Proveedor B,2,bajo,9.31,0.71,0.33,0.33,1.37,10.68,544.68
10X30-ALLEN INOX,10X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X30,,INOXIDABLE,,1.0,236.0,,,10X30-ALLEN INOX,481,2025-04-14,22,16,20,18.0,23.0,Proveedor A,6,critico,60.98,6.56,2.36,1.14,10.06,71.04,1278.72
M10X50-BULON EXAGONAL,M10X50,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,10X50,,ACERO COMUN,,1.0,0.0,,,M10X50-BULON EXAGONAL,482,2025-01-27,24,26,13,37.0,20.0,Proveedor C,7,ok,35.07,2.84,1.2,0.53,4.57,39.64,1466.68
M3-MECHA MACHO P ROSCAR,M3,MECHA MACHO P ROSCAR,mecanica,herramental de corte,unidad,ACERO RAPIDO,M3,,MECHAS,,,1.0,,,M3-MECHA MACHO P ROSCAR,483,2025-03-04,63,12,2,73.0,24.0,Proveedor C,1,ok,6.28,0.19,0.15,0.18,0.52,6.8,496.4
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,32005-Ruleman,484,2025-06-22,71,11,17,65.0,24.0,Proveedor D,2,ok,21.02,1.37,0.56,0.52,2.45,23.47,1525.55
UCFL204-CAJA RODAMIENTO,UCFL204,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCFL204-CAJA RODAMIENTO,485,2025-03-18,68,24,10,82.0,15.0,Proveedor A,7,ok,17.04,1.12,0.78,0.54,2.44,19.48,1597.36
6635-RETENES,6635,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,6635-RETENES,486,2025-06-25,58,20,18,60.0,21.0,Proveedor A,9,ok,7.98,0.64,0.2,0.11,0.95,8.93,535.8
"6,25-MECHA",6.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,6.25,,MECHAS,,,2.0,,,"6,25-MECHA",487,2025-03-23,51,23,17,57.0,29.0,Proveedor D,7,ok,9.75,0.32,0.39,0.23,0.94,10.69,609.33
1-MECHA,1,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,1,,MECHAS,,,3.0,,,1-MECHA,488,2025-05-09,59,14,18,55.0,11.0,Proveedor C,7,ok,29.46,2.06,1.76,0.91,4.73,34.19,1880.45
9053-RETENES,9053,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,9053-RETENES,489,2025-02-16,61,32,19,74.0,30.0,Proveedor A,8,ok,11.14,0.95,0.5,0.13,1.58,12.72,941.28
M8-ARANDELA,M8,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M8,,ACERO COMUN,,1.0,503.0,hay una caja,,M8-ARANDELA,490,2025-01-05,67,38,20,85.0,38.0,Proveedor C,6,ok,10.09,0.5,0.36,0.24,1.1,11.19,951.15
"1,75-MECHA",1.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,1.75,,MECHAS,,,1.0,,,"1,75-MECHA",491,2025-03-16,75,18,27,66.0,20.0,Proveedor D,10,ok,9.4,0.78,0.15,0.26,1.19,10.59,698.94
M14X40-BUL HEX INOX,M14X40,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M14X40,,INOXIDABLE,,,21.0,,,M14X40-BUL HEX INOX,492,2025-06-08,41,31,27,45.0,21.0,Proveedor A,8,ok,9.31,0.35,0.19,0.37,0.91,10.22,459.9
M10X140-BULONES,M10X140,BULONES,mecanica,BULONES,unidad,COMUN,M10X140,,ACERO COMUN,,1.0,26.0,,,M10X140-BULONES,493,2025-04-12,72,19,15,76.0,9.0,Proveedor B,6,ok,5.2,0.23,0.28,0.06,0.57,5.77,438.52
M8-ARANDELA INOX,M8,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M8,,INOXIDABLE,,1.0,0.0,,,M8-ARANDELA INOX,494,2025-05-27,60,13,7,66.0,31.0,Proveedor D,3,ok,34.97,1.48,1.86,1.09,4.43,39.4,2600.4
686-ZRS-RODAMIENTO,686-ZRS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,686-ZRS-RODAMIENTO,495,2025-03-21,54,13,20,47.0,19.0,Proveedor A,4,ok,8.32,0.49,0.08,0.11,0.68,9.0,423.0
32005X-Q-Ruleman,32005X-Q,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,6.0,,,32005X-Q-Ruleman,496,2025-04-18,28,37,22,43.0,22.0,Proveedor A,5,ok,25.74,2.62,1.06,0.91,4.59,30.33,1304.19
UCF205-RODAMIENTO,UCF205,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UCF205-RODAMIENTO,497,2025-01-17,89,24,16,97.0,32.0,Proveedor C,10,ok,39.72,3.91,1.41,0.49,5.81,45.53,4416.41
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,32005-Ruleman,498,2025-05-09,34,13,15,32.0,23.0,Proveedor A,4,bajo,36.52,3.02,2.07,1.07,6.16,42.68,1365.76
UCF205-RODAMIENTO,UCF205,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UCF205-RODAMIENTO,499,2025-02-11,33,16,27,22.0,35.0,Proveedor A,8,critico,39.24,3.69,0.62,1.52,5.83,45.07,991.54
